================================================================================
                      BLUNDER LESSONS PER GAME SUMMARY
                      Database: FIDE WSTC 2025
================================================================================

GAME ID    | BLUNDERS   | PLAYERS
331        | 2          | Compel, Daniel (0) vs Grooten, Tommy (0)
334        | 2          | Gang, Kevin Wan Ze (0) vs Malaschitz, Teodor (0)
338        | 2          | Diners, Kirils (0) vs Gan, Wei En Justin (0)
342        | 2          | Knapp, Yanik (0) vs Maniati, Konstantina (0)
345        | 2          | Lapidus, Alexey M. (0) vs Vardanyan, Arman M. (0)
347        | 2          | Aiten, Islam (0) vs Ijlal, Amer (0)
348        | 2          | Ijtaba, Amer (0) vs Savitskiy, Vladimir (0)
349        | 2          | Akhmediyar, Yernur (0) vs Raaif, Shan (0)
351        | 2          | Alemanova, Yasmina (0) vs Radnaev, Mikael (0)
370        | 2          | Gorkov, Kirill (0) vs Maurstad, Astor Moe (0)
371        | 2          | Yarushin, Michael (0) vs Rodin, Robert (0)
372        | 2          | Istratova, Nika (0) vs Vervaeke, Noah Rinholm (0)
373        | 2          | Maurstad, Anker Moe (0) vs Pavelkovits, Timofei (0)
376        | 2          | Berdibaeva, Edisa (0) vs Jain, Rayan (0)
380        | 2          | Grech, Gabriel (0) vs Daniil, Christodoulos (0)
383        | 2          | JURIC, ANDRIJA (0) vs Urangoo, Gurvanbaatar (0)
384        | 2          | Sodbaatar, Batsaikhan (0) vs Camara, Kawsu (0)
386        | 2          | Sugraliyev, Akhmediyar (0) vs Skarlovnik, Aljaz (0)
388        | 2          | Zhumabek, Nursaya (0) vs Cebulc, Miha (0)
393        | 2          | Christiansen, Lee Yu (0) vs Kraeva, Ekaterina (0)
395        | 2          | Kachakhidze, Nikoloz (0) vs Zutautas, Mantas (0)
396        | 2          | Gostautas, Antanas (0) vs Arsenidze, Giorgi (0)
397        | 2          | Sakhokia, Luka (0) vs Gostautaite, Ona (0)
398        | 2          | Hoch, Guy (0) vs Bobadilla, Diana (0)
411        | 2          | Moyo, Ginevieve (0) vs Campe Sanchez, Diego (0)
414        | 2          | Cortes Camacho, Gael I. (0) vs Kim, Vivica (0)
418        | 2          | David, Kwadwo Yeboah Darko-Mensah (0) vs Olszewski, Milosz Ulfur (0)
422        | 2          | Polansky, Matej (0) vs Al Shekaili, Khalid (0)
430        | 2          | Daulet, Alikhan (0) vs Pranav, K P (0)
438        | 2          | Begmuratova, Sarvinoz (0) vs Vrublevskis, Atis (0)
445        | 2          | Aitmukhanov, Arsen (0) vs Zhanabayev, Arystan (0)
448        | 2          | Rajaram, Rohan (0) vs Petrosyan, Hamlet (0)
453        | 2          | Akhmediyar, Yernur (0) vs Aksu, Yusuf Alp (0)
456        | 2          | Wu, Taiwei (0) vs Huang, Wendy (0)
464        | 2          | Shidlagatta, Anirudh (0) vs Thrasyvoulou, Alexandros (0)
470        | 2          | Archer, Ollie (0) vs Dorfman, Michael (0)
482        | 2          | Ijlal, Amer (0) vs Assylbek, Aldiyar (0)
483        | 2          | Otetileu, Amanbek (0) vs Ijtaba, Amer (0)
484        | 2          | Raaif, Shan (0) vs Sapartileuov, Nurassyl (0)
486        | 2          | Wysocki, Michal (0) vs Zarylykov, Erhan (0)
487        | 2          | Keneshbekov, Elim (0) vs Wysocki, Jakub (0)
494        | 2          | Frydendahl, Noah Skotte (0) vs Calleja Falzon, Benjamin (0)
502        | 2          | Kim, Vivica (0) vs Wilson, Hannah (0)
504        | 2          | SKYLAR, AMOR (0) vs Clarke, Noah (0)
517        | 2          | Gostautas, Antanas (0) vs Skitek, Dominik (0)
526        | 2          | Moyo, Ginevieve (0) vs Shamsov, Ahmad (0)
527        | 2          | Saifiev, Murodali (0) vs Chaitezvi, Crystal (0)
529        | 2          | Asamoah-Okyere, Kofi Asamoah (0) vs Cortes Camacho, Gael I. (0)
535        | 2          | Aswath, S.. (0) vs Dias, A A T Nethsara (0)
544        | 2          | Gut, Lionel (0) vs Khalilova, Madinabonu (0)
547        | 2          | Eserler, Kerem (0) vs Kuandykuly, Danis (0)
549        | 2          | Patlar, Muhammet Tugra (0) vs Aitmukhanov, Arsen (0)
550        | 2          | Zarkym, Ailin (0) vs Aksu, Yusuf Alp (0)
556        | 2          | Valdats, Reinis (0) vs Petrosyan, Hamlet (0)
561        | 2          | Loh, Yang Hao (0) vs Akhmediyar, Yernur (0)
571        | 2          | Nandin-Erdene, Davaademberel (0) vs Alemanova, Yasmina (0)
573        | 2          | Biro, Beata (0) vs Zhanabayev, Arystan (0)
580        | 2          | Sodbaatar, Batsaikhan (0) vs Tarchanidis, Nikolaos Christos (0)
586        | 2          | Xue, TIianhao (0) vs Kothari, Jai (0)
597        | 2          | Jarrin Zhang, Dominick Yong Heng (0) vs Sakhokia, Luka (0)
599        | 2          | Brabcova, Nikola (0) vs Regev, Berry (0)
608        | 2          | Ruiz, Arancibia Diego Alonso (0) vs Jin, Yueqi (0)
610        | 2          | Prasad, Anika (0) vs Otetileu, Amanbek (0)
612        | 2          | Solan, Arnav (0) vs Bauyrzhan, Nurgul (0)
613        | 2          | Anuzis, Finas (0) vs ZANIC, MATIJA (0)
617        | 2          | Gauci, Gabriel (0) vs Skarlovnik, Aljaz (0)
618        | 2          | Svecko, Aljaz (0) vs Calleja Falzon, Benjamin (0)
619        | 2          | Grech, Gabriel (0) vs Cebulc, Miha (0)
620        | 2          | Skarlovnik, Zarja (0) vs Micallef Trigona, Luke (0)
626        | 2          | Olszewski, Milosz Ulfur (0) vs Yarushin, Michael (0)
638        | 2          | Sanchez George, Alondra (0) vs Al Shamli, Dawod (0)
639        | 2          | Al Hinai, Abdulaziz (0) vs French Julia, Liam J. (0)
647        | 2          | ATULUGAMAGE, SANIRU LOHAN (0) vs Rajaram, Rohan (0)
656        | 2          | Nurgaliyeva, Zarina (0) vs Sethuramalingam, Karthik (0)
658        | 2          | Mattenberger, Matthias (0) vs Torosyan, Volodya (0)
663        | 2          | Lakota, Jan (0) vs Savitskiy, Vladimir (0)
665        | 2          | Malaschitz, Teodor (0) vs Dukembayeva, Kamila (0)
667        | 2          | Patlar, Muhammet Tugra (0) vs Gajdacs, Jonathan (0)
673        | 2          | Frydendahl, Noah Skotte (0) vs Radnaev, Mikael (0)
677        | 2          | Battistelli, Fausto (0) vs Orgilon, Batsaikhan (0)
678        | 2          | Urangoo, Gurvanbaatar (0) vs Morard, Ambroise (0)
680        | 2          | Maral, Chinguun (0) vs Valenson, Lou (0)
683        | 2          | Rehan, Khan Nasir (0) vs Maniati, Konstantina (0)
685        | 2          | Daniil, Christodoulos (0) vs Rodin, Robert (0)
690        | 2          | Kitaeff Mattison, Andres Constantin (0) vs Jansone, Melanija Luize (0)
692        | 2          | Grooten, Tommy (0) vs Hoch, Guy (0)
693        | 2          | Dorfman, Michael (0) vs Huang, Wendy (0)
694        | 2          | Ganeshram, Nirupa (0) vs Regev, Berry (0)
697        | 2          | Heng, Jun Herng Kyan (0) vs Sugraliyev, Akhmediyar (0)
698        | 2          | Zhanibek, Alikhan (0) vs Chia, Zhi Kai Aaron (0)
702        | 2          | Zhanabayev, Arystan (0) vs Jin, Yueqi (0)
705        | 2          | Otetileu, Amanbek (0) vs JURIC, ANDRIJA (0)
706        | 2          | Camara, Kawsu (0) vs Sapartileuov, Nurassyl (0)
708        | 2          | Skarlovnik, Aljaz (0) vs Maurstad, Astor Moe (0)
709        | 2          | Yarushin, Michael (0) vs Svecko, Aljaz (0)
715        | 2          | Sakhokia, Luka (0) vs Kraeva, Ekaterina (0)
720        | 2          | Kim, Vivica (0) vs Wysocki, Michal (0)
721        | 2          | Wysocki, Jakub (0) vs TINDI, LIAM (0)
723        | 2          | Ciszewska, Pola (0) vs Namale, Ethan (0)
727        | 2          | Ticha, Barbora (0) vs Solan, Arnav (0)
730        | 2          | Shamsov, Ahmad (0) vs Ruiz, Arancibia Diego Alonso (0)
738        | 2          | Tomasdottir, Katrin Osk (0) vs Anuzyte, Soja (0)
739        | 2          | Al Shekaili, Khalid (0) vs Asamoah-Okyere, Kofi Asamoah (0)
747        | 2          | Aswath, S.. (0) vs Ravshanov, Sheralijon (0)
752        | 2          | Sailaubay, Aldiyar (0) vs Rajaram, Rohan (0)
758        | 2          | Momyn, Madina (0) vs Sathsindu, W M Minura (0)
771        | 2          | Orgilon, Batsaikhan (0) vs Torosyan, Volodya (0)
773        | 2          | Sodbaatar, Batsaikhan (0) vs Vardanyan, Arman M. (0)
782        | 2          | Malaschitz, Teodor (0) vs Maragkozidis, Anastasios Ioannis (0)
783        | 2          | Goh, Zi Han (0) vs Grooten, Tommy (0)
786        | 2          | Gang, Kevin Wan Ze (0) vs Loh, Yang Hao (0)
788        | 2          | Sethuramalingam, Karthik (0) vs Tuyenbayeva, Aisara (0)
790        | 2          | Gorkov, Kirill (0) vs Nandin-Erdene, Davaademberel (0)
791        | 2          | Gajdacs, Jonathan (0) vs Rodin, Robert (0)
803        | 2          | Svecko, Aljaz (0) vs SHEN, YUZHENG (0)
806        | 2          | Assylbek, Aldiyar (0) vs Frydendahl, Noah Skotte (0)
809        | 2          | Harpsoe, Naya (0) vs Bauyrzhan, Nurgul (0)
816        | 2          | Jin, Yueqi (0) vs Regev, Berry (0)
817        | 2          | Bar Zeev, Lavie (0) vs Desu, Srihaas K (0)
818        | 2          | Wysocki, Michal (0) vs Gomes Barranco, Manuel Ignacio (0)
820        | 2          | Wysocka, Maja (0) vs Jarrin Zhang, Dominick Yong Heng (0)
822        | 2          | Cerny, Zbysek (0) vs Xu, Michael (0)
823        | 2          | Wang, Lucas Yuebo (0) vs Brabcova, Nikola (0)
825        | 2          | Verma, Audvik (0) vs Lescinskij, Timofej (0)
828        | 2          | Vervaeke, Noah Rinholm (0) vs Clarke, Noah (0)
833        | 2          | Kraeva, Ekaterina (0) vs Mayunusov, Anis (0)
841        | 2          | Gwena, Precious (0) vs Al Hinai, Abdulaziz (0)
842        | 2          | Nuti, Reyansh (0) vs Kim, Vivica (0)
847        | 2          | Cortes Camacho, Gael I. (0) vs Bobadilla, Diana (0)
5          | 1          | Orgilon, Batsaikhan (0) vs Keerti, Shree Reddy (0)
6          | 1          | Aswath, S.. (0) vs Urangoo, Gurvanbaatar (0)
9          | 1          | Tao, Sihan (0) vs Gabadadze, Gabriel (0)
14         | 1          | Valdats, Reinis (0) vs Dorfman, Michael (0)
17         | 1          | Gut, Lionel (0) vs Xu, Michael (0)
18         | 1          | Wang, Lucas Yuebo (0) vs Gut, Raphael (0)
27         | 1          | Tomcaniova, Lucia (0) vs Daniil, Christodoulos (0)
30         | 1          | Shidlagatta, Anirudh (0) vs Reifer-Belle, Chanon (0)
35         | 1          | Tang, Dylan (0) vs Vervaeke, Noah Rinholm (0)
36         | 1          | Maurstad, Anker Moe (0) vs Rajaram, Anika (0)
37         | 1          | Sazantaev, Bekzathan (0) vs Aiten, Islam (0)
39         | 1          | Zhanibek, Alikhan (0) vs Akhmediyar, Yernur (0)
40         | 1          | Momyn, Madina (0) vs Zhumabek, Nursaya (0)
42         | 1          | Santhosh, Pranav (0) vs Radnaev, Nomin (0)
45         | 1          | Gauci, Gabriel (0) vs Grooten, Tommy (0)
49         | 1          | Archer, Ollie (0) vs Assylbek, Aldiyar (0)
53         | 1          | Solonenko, Pavel (0) vs Wijerathna, Vinuka Dihain (0)
60         | 1          | Luo, Yancheng (0) vs Begmuratova, Sarvinoz (0)
65         | 1          | Battistelli, Fausto (0) vs Wysocki, Michal (0)
71         | 1          | Anuzyte, Soja (0) vs Tarchanidis, Nikolaos Christos (0)
73         | 1          | Goh, Zi Han (0) vs Alguno Openia, Tristan Nash (0)
74         | 1          | Olszewski, Milosz Ulfur (0) vs Chia, Zhi Kai Aaron (0)
75         | 1          | Loh, Yang Hao (0) vs Egilsson, Kristofer Arni (0)
80         | 1          | Alvanjyan, Aida (0) vs Lescinskij, Timofej (0)
83         | 1          | Raaif, Shan (0) vs Campe Sanchez, Diego (0)
84         | 1          | Ruiz, Arancibia Diego Alonso (0) vs Rehan, Khan Nasir (0)
90         | 1          | Al Shekaili, Khalid (0) vs Khassenov, Miras (0)
93         | 1          | Kim, Vivica (0) vs ZANIC, MATIJA (0)
97         | 1          | Zarylykov, Erhan (0) vs Ibragimov, Yusufjamol (0)
100        | 1          | Gwatidzo, Ropafadzo (0) vs Skarlovnik, Aljaz (0)
106        | 1          | Aksu, Yusuf Alp (0) vs Sanchez George, Alondra (0)
109        | 1          | Akhilbay, Imangali (0) vs Khalilova, Madinabonu (0)
113        | 1          | Gajdacs, Jonathan (0) vs Aswath, S.. (0)
116        | 1          | Battistelli, Fausto (0) vs Tao, Sihan (0)
125        | 1          | Gut, Raphael (0) vs Heng, Jun Herng Kyan (0)
130        | 1          | Aitmukhanov, Arsen (0) vs Vardanyan, Arman M. (0)
131        | 1          | Alvanjyan, Aida (0) vs Zarkym, Ailin (0)
133        | 1          | Ijtaba, Amer (0) vs Wang, Luoke (0)
138        | 1          | Ellen, Guo (0) vs Moskaltsuk, Ilja (0)
140        | 1          | Khassenov, Miras (0) vs Savitskiy, Vladimir (0)
154        | 1          | OZKAYNAKCI, KAYRA (0) vs ATULUGAMAGE, SANIRU LOHAN (0)
155        | 1          | Induwara, T H D Thisarindu (0) vs Patlar, Muhammet Tugra (0)
156        | 1          | Aksu, Yusuf Alp (0) vs Sathsindu, W M Minura (0)
160        | 1          | Malaschitz, Teodor (0) vs Solan, Arnav (0)
162        | 1          | Kjeldsen, Johannes Juel (0) vs Thrasyvoulou, Alexandros (0)
172        | 1          | Bobadilla Deras, Ximena (0) vs Sakhokia, Luka (0)
175        | 1          | Wysocka, Maja (0) vs Regev, Berry (0)
177        | 1          | Xu, Michael (0) vs Anuzis, Finas (0)
178        | 1          | Zutautas, Mantas (0) vs Wang, Lucas Yuebo (0)
180        | 1          | Gostautas, Antanas (0) vs Verma, Audvik (0)
187        | 1          | Lescinskij, Timofej (0) vs Clarke, Noah (0)
188        | 1          | Reifer-Belle, Chaz (0) vs Ticha, Barbora (0)
198        | 1          | Al Hinai, Abdulaziz (0) vs Desu, Srihaas K (0)
206        | 1          | Gwatidzo, Ropafadzo (0) vs Solonenko, Pavel (0)
207        | 1          | Goreslavskiy, Leon (0) vs Moyo, Ginevieve (0)
211        | 1          | Grooten, Tommy (0) vs Zarylykov, Erhan (0)
214        | 1          | Nurgaliyeva, Zarina (0) vs Akhmediyar, Yernur (0)
215        | 1          | Momyn, Madina (0) vs Daulet, Alikhan (0)
217        | 1          | Aswath, S.. (0) vs Radnaev, Nomin (0)
218        | 1          | Radnaev, Leo (0) vs Ilamparthi, A.. (0)
219        | 1          | Pranav, K P (0) vs Lichtenberger, Leonidas (0)
221        | 1          | Sailaubay, Aldiyar (0) vs Keith, Matthew (0)
224        | 1          | Wijerathna, Vinuka Dihain (0) vs Kothari, Jai (0)
225        | 1          | Shidlagatta, Anirudh (0) vs ATULUGAMAGE, SANIRU LOHAN (0)
229        | 1          | Rajaram, Rohan (0) vs Ouzounis, Konstantinos Kyr (0)
230        | 1          | Tarchanidis, Nikolaos Christos (0) vs Tang, Dylan (0)
232        | 1          | Tao, Sihan (0) vs Goh, Zi Han (0)
236        | 1          | Compel, Daniel (0) vs Zarylykov, Erhan (0)
237        | 1          | Keneshbekov, Elim (0) vs Hitka, Dominik (0)
241        | 1          | Ganeshram, Nirupa (0) vs Pham Kieu, Khanh (0)
242        | 1          | Valenson, Lou (0) vs Gang, Kevin Wan Ze (0)
244        | 1          | Daniil, Christodoulos (0) vs Valdats, Reinis (0)
248        | 1          | Urangoo, Gurvanbaatar (0) vs Gut, Lionel (0)
251        | 1          | Khalilova, Madinabonu (0) vs Kachakhidze, Nikoloz (0)
253        | 1          | Begmuratova, Sarvinoz (0) vs Sakhokia, Luka (0)
258        | 1          | Torosyan, Volodya (0) vs Xu, Michael (0)
263        | 1          | Gomes Barranco, Manuel Ignacio (0) vs Ijtaba, Amer (0)
266        | 1          | Wilson, Hannah (0) vs Gorkov, Kirill (0)
268        | 1          | Clarke, Noah (0) vs Moskaltsuk, Ilja (0)
269        | 1          | Pavelkovits, Timofei (0) vs Reifer-Belle, Chaz (0)
273        | 1          | Zhumabek, Nursaya (0) vs Munara, Asset (0)
275        | 1          | JURIC, ANDRIJA (0) vs Santhosh, Pranav (0)
278        | 1          | Assylbek, Aldiyar (0) vs Skarlovnik, Aljaz (0)
280        | 1          | Sapartileuov, Nurassyl (0) vs Cebulc, Miha (0)
283        | 1          | Goreslavskiy, Leon (0) vs Patlar, Muhammet Tugra (0)
284        | 1          | Aksu, Yusuf Alp (0) vs Belykh, Sergey A (0)
287        | 1          | TINDI, LIAM (0) vs Yarushin, Michael (0)
288        | 1          | Vervaeke, Noah Rinholm (0) vs SKYLAR, AMOR (0)
290        | 1          | Cortes Camacho, Gael I. (0) vs Gauci, Gabriel (0)
297        | 1          | Solan, Arnav (0) vs Campos Frias, Mateo Alfredo (0)
299        | 1          | Olszewski, Milosz Ulfur (0) vs Kjeldsen, Johannes Juel (0)
313        | 1          | Azimov, Shokhrukh (0) vs Anuzis, Finas (0)
314        | 1          | Zutautas, Mantas (0) vs Shamsov, Ahmad (0)
315        | 1          | Saifiev, Murodali (0) vs Anuzyte, Soja (0)
319        | 1          | Kuandykuly, Danis (0) vs MAMEDOV, EDGAR (0)
324        | 1          | Daakshin, Arun (0) vs Rajaram, Rohan (0)
330        | 1          | Sathsindu, W M Minura (0) vs Lantz, Brian (0)
335        | 1          | Goh, Zi Han (0) vs Germanovs, Georgijs (0)
336        | 1          | Valdats, Reinis (0) vs Heng, Jun Herng Kyan (0)
340        | 1          | Gut, Lionel (0) vs Ouzounis, Konstantinos Kyr (0)
343        | 1          | Kothari, Jai (0) vs Torosyan, Volodya (0)
344        | 1          | Petrosyan, Hamlet (0) vs Wang, Luoke (0)
346        | 1          | Alvanjyan, Aida (0) vs Balmond, Tom (0)
350        | 1          | Rehan, Khan Nasir (0) vs Momyn, Madina (0)
353        | 1          | Zhanabayev, Arystan (0) vs Radnaev, Leo (0)
355        | 1          | Eserler, Kerem (0) vs Archer, Ollie (0)
362        | 1          | Nandin-Erdene, Davaademberel (0) vs Assylbek, Aldiyar (0)
364        | 1          | Biro, Beata (0) vs Sapartileuov, Nurassyl (0)
365        | 1          | Bauyrzhan, Nurgul (0) vs Berczes, Attila (0)
367        | 1          | Reifer-Belle, Chanon (0) vs Morard, Ambroise (0)
374        | 1          | Zarylykov, Erhan (0) vs Nuti, Reyansh (0)
385        | 1          | ZUZIC, JAKOV (0) vs Sender, Battsengel (0)
400        | 1          | Gvirtz, Noam (0) vs Garay, Mario Fernando (0)
403        | 1          | Wysocki, Jakub (0) vs Wang, Lucas Yuebo (0)
412        | 1          | Ruiz, Arancibia Diego Alonso (0) vs Chaitezvi, Crystal (0)
413        | 1          | Gwena, Precious (0) vs Campos Frias, Mateo Alfredo (0)
421        | 1          | Al Kalbani, Khalid Waleed (0) vs Cerny, Zbysek (0)
423        | 1          | Al Shamli, Al Hasan (0) vs Lescinskij, Timofej (0)
432        | 1          | Hitka, Dominik (0) vs ATULUGAMAGE, SANIRU LOHAN (0)
433        | 1          | Induwara, T H D Thisarindu (0) vs Lakota, Jan (0)
435        | 1          | Germanovs, Georgijs (0) vs Ravshanov, Sheralijon (0)
437        | 1          | Jansone, Melanija Luize (0) vs Obidjonov, Oriyat (0)
446        | 1          | Munara, Asset (0) vs Zarkym, Ailin (0)
449        | 1          | Vardanyan, Arman M. (0) vs Tang, Dylan (0)
457        | 1          | Ganeshram, Nirupa (0) vs Porat, Tori (0)
458        | 1          | Lantz, Brian (0) vs Gang, Kevin Wan Ze (0)
459        | 1          | Gorkov, Kirill (0) vs Battistelli, Fausto (0)
471        | 1          | Regev, Berry (0) vs Keith, Matthew (0)
474        | 1          | Sazantaev, Bekzathan (0) vs KARAKASIDIS, MICHAIL (0)
476        | 1          | Zhanibek, Alikhan (0) vs Tarchanidis, Nikolaos Christos (0)
479        | 1          | Heng, Jun Herng Kyan (0) vs Santhosh, Pranav (0)
480        | 1          | Jin, Yueqi (0) vs Loh, Yang Hao (0)
488        | 1          | Wysocka, Maja (0) vs Berdibaeva, Edisa (0)
491        | 1          | Urangoo, Gurvanbaatar (0) vs Jain, Naman (0)
492        | 1          | Prasad, Anika (0) vs Sodbaatar, Batsaikhan (0)
501        | 1          | Jarrin Zhang, Dominick Yong Heng (0) vs Rushikhin, Anton (0)
506        | 1          | Maurstad, Astor Moe (0) vs Xue, TIianhao (0)
511        | 1          | Cartajena Nef, Daniel Andres (0) vs JURIC, ANDRIJA (0)
516        | 1          | Skarlovnik, Zarja (0) vs Anuzyte, Soja (0)
523        | 1          | Garay, Fabio Esteban (0) vs Brabcova, Nikola (0)
525        | 1          | Ibragimov, Yusufjamol (0) vs Gwatidzo, Ropafadzo (0)
533        | 1          | Bobadilla Deras, Ximena (0) vs Lescinskij, Timofej (0)
537        | 1          | Ilamparthi, A.. (0) vs ATULUGAMAGE, SANIRU LOHAN (0)
538        | 1          | Induwara, T H D Thisarindu (0) vs Pranav, K P (0)
540        | 1          | Rajaram, Rohan (0) vs Akhilbay, Imangali (0)
551        | 1          | Compel, Daniel (0) vs Tao, Sihan (0)
552        | 1          | Wu, Taiwei (0) vs Hitka, Dominik (0)
554        | 1          | Lantz, Brian (0) vs Malaschitz, Teodor (0)
555        | 1          | Torosyan, Volodya (0) vs Germanovs, Georgijs (0)
557        | 1          | Vardanyan, Arman M. (0) vs Jansone, Melanija Luize (0)
559        | 1          | Goh, Zi Han (0) vs Aiten, Islam (0)
560        | 1          | Savitskiy, Vladimir (0) vs Chia, Zhi Kai Aaron (0)
565        | 1          | Raaif, Shan (0) vs Radnaev, Leo (0)
566        | 1          | Lichtenberger, Leonidas (0) vs Rehan, Khan Nasir (0)
569        | 1          | Sethuramalingam, Karthik (0) vs Istratova, Nika (0)
576        | 1          | Berdibaeva, Edisa (0) vs Valenson, Lou (0)
579        | 1          | Ouzounis, Konstantinos Kyr (0) vs Urangoo, Gurvanbaatar (0)
587        | 1          | Shidlagatta, Anirudh (0) vs SHEN, YUZHENG (0)
588        | 1          | Chen, Yumu (0) vs Wang, Luoke (0)
589        | 1          | Lapidus, Alexey M. (0) vs Luo, Yancheng (0)
591        | 1          | Kjeldsen, Johannes Juel (0) vs Reifer-Belle, Chanon (0)
594        | 1          | Gabadadze, Gabriel (0) vs Calderon Bolanos, Matias Emanuel (0)
595        | 1          | Gomes Barranco, Manuel Ignacio (0) vs Kachakhidze, Nikoloz (0)
600        | 1          | Gvirtz, Noam (0) vs Lescinskij, Timofej (0)
601        | 1          | Ticha, Barbora (0) vs Bar Zeev, Lavie (0)
602        | 1          | Wysocki, Michal (0) vs Sugraliyev, Akhmediyar (0)
606        | 1          | Galvez Aguirre, Valentina (0) vs Manchanda, Advik (0)
607        | 1          | Santhosh, Pranav (0) vs Cartajena Nef, Daniel Andres (0)
611        | 1          | Sapartileuov, Nurassyl (0) vs Jain, Rayan (0)
614        | 1          | JURIC, ANDRIJA (0) vs Zutautas, Mantas (0)
615        | 1          | Anuzyte, Soja (0) vs Camara, Kawsu (0)
622        | 1          | Goreslavskiy, Leon (0) vs Johal, Jaiven (0)
624        | 1          | Kraeva, Ekaterina (0) vs Verma, Audvik (0)
625        | 1          | Maurstad, Astor Moe (0) vs Alguno Openia, Tristan Nash (0)
632        | 1          | Bobadilla, Diana (0) vs Azimov, Shokhrukh (0)
633        | 1          | Shamsov, Ahmad (0) vs Garay, Fabio Esteban (0)
634        | 1          | Garay, Mario Fernando (0) vs Saifiev, Murodali (0)
642        | 1          | Kuandykuly, Danis (0) vs Aswath, S.. (0)
645        | 1          | Pranav, K P (0) vs Zarkym, Ailin (0)
646        | 1          | Guo, Ethan (0) vs Wijerathna, Vinuka Dihain (0)
648        | 1          | Tang, Dylan (0) vs Induwara, T H D Thisarindu (0)
650        | 1          | Tao, Sihan (0) vs Ravshanov, Sheralijon (0)
651        | 1          | Khalilova, Madinabonu (0) vs Wu, Taiwei (0)
655        | 1          | Keith, Matthew (0) vs Akhilbay, Imangali (0)
657        | 1          | Aadhav, Dhamodharan (0) vs Yessengali, Adizhan (0)
662        | 1          | Aiten, Islam (0) vs Compel, Daniel (0)
670        | 1          | Kothari, Jai (0) vs Zarylykov, Erhan (0)
676        | 1          | Lichtenberger, Leonidas (0) vs Christiansen, Lee Yu (0)
679        | 1          | Pham Kieu, Khanh (0) vs Sodbaatar, Batsaikhan (0)
682        | 1          | Tarchanidis, Nikolaos Christos (0) vs Raaif, Shan (0)
684        | 1          | Gorkov, Kirill (0) vs Thrasyvoulou, Alexandros (0)
687        | 1          | Misirlis, Nicos (0) vs Moskaltsuk, Ilja (0)
688        | 1          | Calderon Bolanos, Matias Emanuel (0) vs Germanovs, Georgijs (0)
689        | 1          | Valdats, Reinis (0) vs Gomes Barranco, Manuel Ignacio (0)
696        | 1          | Sazantaev, Bekzathan (0) vs Goh, Zi Han (0)
700        | 1          | Alemanova, Yasmina (0) vs Manchanda, Advik (0)
707        | 1          | Bauyrzhan, Nurgul (0) vs Barsi, Pal (0)
711        | 1          | Maurstad, Anker Moe (0) vs Skarlovnik, Zarja (0)
718        | 1          | Clarke, Noah (0) vs Chen, Yumu (0)
728        | 1          | Ibragimov, Yusufjamol (0) vs Galvez Aguirre, Valentina (0)
731        | 1          | Campos Frias, Mateo Alfredo (0) vs Saifiev, Murodali (0)
732        | 1          | Gauci, Gabriel (0) vs Xu, Michael (0)
736        | 1          | Alguno Openia, Tristan Nash (0) vs Anuzis, Finas (0)
740        | 1          | David, Kwadwo Yeboah Darko-Mensah (0) vs Al Shamli, Al Hasan (0)
748        | 1          | Khalilova, Madinabonu (0) vs Daakshin, Arun (0)
749        | 1          | Ilamparthi, A.. (0) vs Obidjonov, Oriyat (0)
751        | 1          | Guo, Ethan (0) vs Kuandykuly, Danis (0)
753        | 1          | Tang, Dylan (0) vs Aitmukhanov, Arsen (0)
757        | 1          | Induwara, T H D Thisarindu (0) vs Akhmediyar, Yernur (0)
759        | 1          | Eserler, Kerem (0) vs MAMEDOV, EDGAR (0)
761        | 1          | Patlar, Muhammet Tugra (0) vs Nurgaliyeva, Zarina (0)
763        | 1          | Radnaev, Mikael (0) vs Tao, Sihan (0)
766        | 1          | Lantz, Brian (0) vs Lichtenberger, Leonidas (0)
774        | 1          | Alvanjyan, Aida (0) vs Maral, Chinguun (0)
775        | 1          | Germanovs, Georgijs (0) vs Ijlal, Amer (0)
778        | 1          | Rehan, Khan Nasir (0) vs Diners, Kirils (0)
794        | 1          | Gabadadze, Gabriel (0) vs Battistelli, Fausto (0)
795        | 1          | Morard, Ambroise (0) vs Kachakhidze, Nikoloz (0)
799        | 1          | Daniil, Christodoulos (0) vs Keneshbekov, Elim (0)
802        | 1          | Xue, TIianhao (0) vs Skarlovnik, Aljaz (0)
805        | 1          | Skitek, Dominik (0) vs Luo, Yancheng (0)
808        | 1          | Sapartileuov, Nurassyl (0) vs Vo, Charlie (0)
813        | 1          | Zhumabek, Nursaya (0) vs ZUZIC, JAKOV (0)
826        | 1          | Maurstad, Astor Moe (0) vs Wilson, Hannah (0)
827        | 1          | Reifer-Belle, Chanon (0) vs Yarushin, Michael (0)
830        | 1          | Azimov, Shokhrukh (0) vs Solonenko, Pavel (0)
832        | 1          | Saifiev, Murodali (0) vs Belykh, Sergey A (0)
840        | 1          | Al Shamli, Dawod (0) vs Chaitezvi, Crystal (0)
845        | 1          | Asamoah-Okyere, Kofi Asamoah (0) vs Gauci, Gabriel (0)
849        | 1          | French Julia, Liam J. (0) vs Garay, Mario Fernando (0)
--------------------------------------------------------------------------------
TOTAL BLUNDER LESSONS ACROSS ALL GAMES: 1777
================================================================================

================================================================================
                      FREQUENCY OF BLUNDER COUNTS
================================================================================

